GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),SOC(RAW)(%),*?Engine Oil Pressure(psi),*?Engine Oil Temp(°F),*?Engine Torque(Nm),*?Fuel Level(%),*?Oil Life(%),*HPCM1 19 42(V),*HPCM1 19 A1(V),*HPCM1 1C 2F(V),*HPCM1 1C 30(V),*HPCM1 1C 36(V),*HPCM1 1C 37(V),*HPCM1 24 11(V),*HPCM1 24 14(V),*HPCM1 24 16(V),*HPCM1 24 17(V),*HPCM1 24 29(V),*HPCM1 24 2B(V),*HPCM1 24 2C(V),*HPCM1 24 34(V),*HPCM1 24 87(V),*HPCM1 28 78(V),*HPCM1 28 81(V),*HPCM1 28 82(V),*HPCM1 28 83(V),*HPCM1 28 84(V),*HPCM1 28 85(V),*HPCM1 28 86(V),*HPCM1 28 AF(V),*HPCM1 28 B0(V),*HPCM1 28 BC(V),*HPCM1 28 BD(V),*HPCM1 28 BE(V),*HPCM1 28 E8(V),*HPCM1 40 D0(V),*HPCM2 13 AF(V),*HPCM2 40 E7(V),*HPCM2 41 B2(V),*HPCM2 41 B4(V),*HPCM2 41 B6(V),*HPCM2 41 B7(V),*HPCM2 43 2B(V),*HPCM2 43 2D(V),*HPCM2 43 2E(V),*HPCM2 43 56(V),*HPCM2 43 58(V),*HPCM2 43 5A(V),*HPCM2 43 5D(V),*HPCM2 43 6B(V),*HPCM2 43 6C(V),*HPCM2 43 6D(V),*HPCM2 43 6E(V),*HPCM2 43 6F(V),*HPCM2 43 73(V),*HPCM2 43 74(V),*HPCM2 43 7D(V),*HPCM2 43 7E(V),*HPCM2 43 7F(V),*HPCM2 43 B0(V),*HPCM2 43 BB(V),*HPCM2 82 B2(V),*HPCM2 82 B5(V),*HPCM2 82 B7(V),*HPCM2 83 34(V),*HPCM2 83 5A(V),*HPCM2 83 5C(V),*HPCM2 90 5C(V),*HPCM2 HV Battery Temp (V),*HPCM2 Obboard Charger Voltage(V),*HPCM2 OnBoard Charger Current Amps(A),*HPCM2 Outside Temp Filtered 1F(V),*HPCM2 Outside Temp Raw(V),*HPCM2 Power Eletronics Cooling Temp(°F),*master Commanded Throttle Pos(%),*master Control Module Voltage mode22(V),*master Distance Travel since code cleared(miles),*master Distance Travel with MIL On(miles),*master ECM 11 31  B1(B1),*master ECM 15 64  B1(B1),*master ECM 15 70  B1(B1),*master ECM 15 71  B1(B1),*master ECM 15 72  B1(B1),*master ECM 15 73  B1(B1),*master ECM 1A 2D  B1(V),*master ECM 20 3F  B1(B1),*master ECM 20 7E  B1(B1),*master ECM 28 10  B1(B1),*master ECM Amb Temp(°F),*master Engine Coolant Temp(°F),*master Engine RPM(rpm),*master Engine Torque(Nm),*master Engine Torque m1(Nm),*master Engine Torque m1%(%),*master Hybrid Pack Remaining (SOC)(%),*master Intake Air Temp IAT(°F),*master Intake Manifold Press(psi),*master Spark Advance(Deg),*master Speed(km/hr),*SOC(RAW)(%),*SOC(USABLE)(%),*Tran TCM  19 40(°F),*Tran TCM  19 41 1byte(V),*Tran TCM  19 9E 1byte(V),*Tran TCM  19 D4 1byte(V),*Tran TCM  1A 18 1byte(V),*Tran TCM  1A 1F 1byte(V),*Tran TCM  28 51 1byte(V),*Tran TCM  28 52 1byte(V),*Tran TCM  28 53 1byte(V),*Tran TCM  28 54 1byte(V)
Sat Jan 05 14:42:14 MST 2013,05-Jan-2013 14:39:54.866,-104.8674614,39.07589011,0.0,3.6055512,2087.5,213.3,0,2.26097775,9.38441944,0.00299025,-,0,48.20000076,-,39.2156868,-,0,0,0,0,0,0,0,0,0,0,6088,0,0,88,0,0,0,0,0,0,44001,44001,16039,15039,0,0,44001,0,0,0,0,0,0,0,0,235025,220002,0,1000,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,12,0,0,43,43,35.59999847,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,-40,44.59999847,0,0,-,-,71.37255096,51.79999924,11.45798111,0,0,71.37255096,0.76904655,62.59999847,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:42:34 MST 2013,05-Jan-2013 14:40:15.337,-104.86746144,39.07589,0.0,2.828427,2087.5,213.3,0,2.30183887,9.38441944,0.0039742,-,0,42.79999924,-,39.2156868,-,0,0,0,0,0,0,0,0,0,0,6088,0,0,88,0,0,0,0,0,0,44001,44001,16039,15039,0,0,44001,0,0,0,0,0,0,0,0,235025,220002,0,1000,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,12,0,0,43,43,35.59999847,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,106255,0,0,0,-40,44.59999847,0,0,-,-,71.37255096,44.59999847,11.45798111,0,0,71.37255096,0.76904655,62.59999847,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:42:57 MST 2013,05-Jan-2013 14:40:38.075,-104.86746146,39.0758899,0.0,2.828427,2087.5,213.3,-0.04086104,2.26097775,9.4661417,0.0110997,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,6088,0,0,88,0,0,0,0,0,0,0,0,16039,16039,0,0,0,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,35.59999847,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,106255,0,0,0,-40,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:43:13 MST 2013,05-Jan-2013 14:40:53.716,-104.86746147,39.07588986,0.0,2.828427,2087.5,213.3,0,2.26097775,9.42528057,0.00704014,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,6088,0,0,88,0,0,0,0,0,0,0,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,237025,221002,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,12,0,0,42,42,35.59999847,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,106255,0,0,0,-40,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:43:24 MST 2013,05-Jan-2013 14:41:05.125,-104.86746145,39.07588988,0.0,2.828427,2087.5,213.3,0,2.26097775,9.34355831,-0.00105864,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,6088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,12,0,0,42,42,35.59999847,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,106255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,51.79999924,11.45798111,0,0,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:43:34 MST 2013,05-Jan-2013 14:41:15.591,-104.86746143,39.0758899,0.0,2.828427,2087.5,213.3,-0.04086104,2.26097775,9.4661417,0.00802881,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,6088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,12,0,0,42,42,35.59999847,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,106255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,51.79999924,11.45798111,0,0,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:43:45 MST 2013,05-Jan-2013 14:41:26.584,-104.8674615,39.07588987,0.0,2.828427,2087.5,213.3,-0.04086104,2.22011662,9.4661417,0.01014036,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,6088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,237025,221002,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,12,0,0,42,42,35.59999847,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,106255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,51.79999924,11.45798111,0,0,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:43:57 MST 2013,05-Jan-2013 14:41:37.995,-104.8674615,39.07588991,0.0,2.828427,2087.5,213.3,-0.04086104,2.22011662,9.42528057,0.00608563,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,6088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,237025,221002,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,12,0,0,42,42,35.59999847,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,106255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,51.79999924,11.45798111,0,0,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:44:08 MST 2013,05-Jan-2013 14:41:49.172,-104.8674614,39.07588999,0.0,2.828427,2087.5,213.3,-0.04086104,2.26097775,9.4661417,0.0110997,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,6088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,12,0,0,42,42,35.59999847,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,106255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,51.79999924,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:44:27 MST 2013,05-Jan-2013 14:42:08.566,-104.86746142,39.07589007,0.0,2.828427,2087.5,213.3,0,2.26097775,9.4661417,0.01109093,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,237025,221002,0,254255,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,12,0,0,42,42,35.59999847,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,106255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,51.79999924,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:44:40 MST 2013,05-Jan-2013 14:42:20.713,-104.86746142,39.07589011,0.0,5.0,2087.5,213.3,-0.04086104,2.30183887,9.4661417,0.0120756,-,0,44.59999847,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,10088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,35.59999847,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,106255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,48.20000076,11.45798111,0,0,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:44:51 MST 2013,05-Jan-2013 14:42:32.248,-104.86746137,39.07589015,0.0,4.472136,2087.5,213.3,-0.04086104,2.22011662,9.50700283,0.01419598,-,0,44.59999847,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,6088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,237025,221002,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,35.59999847,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,106255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:45:04 MST 2013,05-Jan-2013 14:42:44.840,-104.86746136,39.07589015,0.0,4.472136,2087.5,213.3,-0.08172209,2.22011662,9.4661417,0.01016659,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,12088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,237025,221002,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,35.59999847,18.8235302,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:45:15 MST 2013,05-Jan-2013 14:42:56.034,-104.86746141,39.07589018,0.0,3.6055512,2087.5,213.3,0,2.26097775,9.38441944,0.00299025,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,6088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,233025,221002,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:45:34 MST 2013,05-Jan-2013 14:43:14.631,-104.86746138,39.07589017,0.0,2.828427,2087.5,213.3,-0.04086104,2.22011662,9.4661417,0.01014036,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:45:57 MST 2013,05-Jan-2013 14:43:38.264,-104.86746147,39.07589023,0.0,3.6055512,2087.5,213.3,-0.04086104,2.26097775,9.42528057,0.0070489,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:46:21 MST 2013,05-Jan-2013 14:44:01.820,-104.86746149,39.07589032,0.0,3.6055512,2087.5,213.3,0,2.26097775,9.34355831,-0.00105864,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:46:44 MST 2013,05-Jan-2013 14:44:25.427,-104.86746152,39.0758904,0.0,2.828427,2087.5,213.3,-0.04086104,2.26097775,9.42528057,0.0070489,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:47:08 MST 2013,05-Jan-2013 14:44:49.470,-104.86746142,39.07589049,0.0,2.828427,2087.5,213.3,0,2.26097775,9.38441944,0.00299025,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:47:33 MST 2013,05-Jan-2013 14:45:13.452,-104.86746142,39.07589052,0.0,2.828427,2087.60009765625,213.3,0,2.30183887,9.42528057,0.00802004,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:47:56 MST 2013,05-Jan-2013 14:45:37.060,-104.86746143,39.07589053,0.0,2.828427,2087.60009765625,213.3,-0.04086104,2.26097775,9.42528057,0.0070489,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:48:21 MST 2013,05-Jan-2013 14:46:01.914,-104.86746148,39.07589065,0.0,3.6055512,2087.60009765625,213.3,0,2.30183887,9.34355831,-0.00007063,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:48:45 MST 2013,05-Jan-2013 14:46:26.144,-104.86746156,39.07589067,0.0,2.828427,2087.60009765625,213.3,-0.04086104,2.26097775,9.38441944,0.00299907,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:49:09 MST 2013,05-Jan-2013 14:46:49.863,-104.8674616,39.07589069,0.0,5.0,2087.60009765625,213.3,0,2.26097775,9.34355831,-0.00105864,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:49:33 MST 2013,05-Jan-2013 14:47:14.172,-104.86746162,39.07589071,0.0,6.708204,2087.60009765625,213.3,0,2.30183887,9.42528057,0.00802004,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:49:58 MST 2013,05-Jan-2013 14:47:38.420,-104.8674616,39.07589071,0.0,6.708204,2087.60009765625,213.3,0,2.30183887,9.42528057,0.00802004,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:50:22 MST 2013,05-Jan-2013 14:48:02.561,-104.86746161,39.07589074,0.0,6.708204,2087.60009765625,213.3,0,2.30183887,9.38441944,0.0039742,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:50:46 MST 2013,05-Jan-2013 14:48:27.025,-104.86746159,39.07589074,0.0,6.708204,2087.60009765625,213.3,0.04086104,2.30183887,9.38441944,0.00398302,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:51:11 MST 2013,05-Jan-2013 14:48:52.105,-104.86746157,39.07589078,0.0,6.708204,2087.60009765625,213.3,0,2.30183887,9.34355831,-0.00007063,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:51:36 MST 2013,05-Jan-2013 14:49:16.454,-104.86746151,39.07589075,0.0,7.2111025,2087.60009765625,213.3,-0.04086104,2.26097775,9.42528057,0.0070489,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:52:00 MST 2013,05-Jan-2013 14:49:40.524,-104.86746149,39.07589071,0.0,6.708204,2087.60009765625,213.3,-0.08172209,2.17925572,9.38441944,0.00110775,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:52:24 MST 2013,05-Jan-2013 14:50:04.612,-104.86746143,39.07589061,0.0,5.0,2087.60009765625,213.3,0.04086104,2.30183887,9.34355831,-0.00006181,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
