GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),SOC(RAW)(%),*?Engine Oil Pressure(psi),*?Engine Oil Temp(°F),*?Engine Torque(Nm),*?Fuel Level(%),*?Oil Life(%),*HPCM1 19 42(V),*HPCM1 19 A1(V),*HPCM1 1C 2F(V),*HPCM1 1C 30(V),*HPCM1 1C 36(V),*HPCM1 1C 37(V),*HPCM1 24 11(V),*HPCM1 24 14(V),*HPCM1 24 16(V),*HPCM1 24 17(V),*HPCM1 24 29(V),*HPCM1 24 2B(V),*HPCM1 24 2C(V),*HPCM1 24 34(V),*HPCM1 24 87(V),*HPCM1 28 78(V),*HPCM1 28 81(V),*HPCM1 28 82(V),*HPCM1 28 83(V),*HPCM1 28 84(V),*HPCM1 28 85(V),*HPCM1 28 86(V),*HPCM1 28 AF(V),*HPCM1 28 B0(V),*HPCM1 28 BC(V),*HPCM1 28 BD(V),*HPCM1 28 BE(V),*HPCM1 28 E8(V),*HPCM1 40 D0(V),*HPCM2 13 AF(V),*HPCM2 40 E7(V),*HPCM2 41 B2(V),*HPCM2 41 B4(V),*HPCM2 41 B6(V),*HPCM2 41 B7(V),*HPCM2 43 2B(V),*HPCM2 43 2D(V),*HPCM2 43 2E(V),*HPCM2 43 56(V),*HPCM2 43 58(V),*HPCM2 43 5A(V),*HPCM2 43 5D(V),*HPCM2 43 6B(V),*HPCM2 43 6C(V),*HPCM2 43 6D(V),*HPCM2 43 6E(V),*HPCM2 43 6F(V),*HPCM2 43 73(V),*HPCM2 43 74(V),*HPCM2 43 7D(V),*HPCM2 43 7E(V),*HPCM2 43 7F(V),*HPCM2 43 B0(V),*HPCM2 43 BB(V),*HPCM2 82 B2(V),*HPCM2 82 B5(V),*HPCM2 82 B7(V),*HPCM2 83 34(V),*HPCM2 83 5A(V),*HPCM2 83 5C(V),*HPCM2 90 5C(V),*HPCM2 HV Battery Temp (V),*HPCM2 Obboard Charger Voltage(V),*HPCM2 OnBoard Charger Current Amps(A),*HPCM2 Outside Temp Filtered 1F(V),*HPCM2 Outside Temp Raw(V),*HPCM2 Power Eletronics Cooling Temp(°F),*master Commanded Throttle Pos(%),*master Control Module Voltage mode22(V),*master Distance Travel since code cleared(miles),*master Distance Travel with MIL On(miles),*master ECM 11 31  B1(B1),*master ECM 15 64  B1(B1),*master ECM 15 70  B1(B1),*master ECM 15 71  B1(B1),*master ECM 15 72  B1(B1),*master ECM 15 73  B1(B1),*master ECM 1A 2D  B1(V),*master ECM 20 3F  B1(B1),*master ECM 20 7E  B1(B1),*master ECM 28 10  B1(B1),*master ECM Amb Temp(°F),*master Engine Coolant Temp(°F),*master Engine RPM(rpm),*master Engine Torque(Nm),*master Engine Torque m1(Nm),*master Engine Torque m1%(%),*master Hybrid Pack Remaining (SOC)(%),*master Intake Air Temp IAT(°F),*master Intake Manifold Press(psi),*master Spark Advance(Deg),*master Speed(km/hr),*SOC(RAW)(%),*SOC(USABLE)(%),*Tran TCM  19 40(°F),*Tran TCM  19 41 1byte(V),*Tran TCM  19 9E 1byte(V),*Tran TCM  19 D4 1byte(V),*Tran TCM  1A 18 1byte(V),*Tran TCM  1A 1F 1byte(V),*Tran TCM  28 51 1byte(V),*Tran TCM  28 52 1byte(V),*Tran TCM  28 53 1byte(V),*Tran TCM  28 54 1byte(V)
Sat Jan 05 14:52:49 MST 2013,05-Jan-2013 14:50:29.246,-104.86746129,39.07589061,0.0,3.6055512,2087.60009765625,213.3,0,2.26097775,9.42528057,0.00704014,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:53:13 MST 2013,05-Jan-2013 14:50:53.257,-104.86746123,39.07589061,0.0,3.6055512,2087.60009765625,213.3,0,2.22011662,9.4661417,0.0101316,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:53:36 MST 2013,05-Jan-2013 14:51:16.422,-104.86746116,39.07589063,0.0,2.828427,2087.60009765625,213.3,0,2.26097775,9.38441944,0.00299025,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:53:59 MST 2013,05-Jan-2013 14:51:39.674,-104.86746113,39.07589067,0.0,2.828427,2087.60009765625,213.3,0,2.30183887,9.38441944,0.0039742,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:54:23 MST 2013,05-Jan-2013 14:52:03.285,-104.86746107,39.07589069,0.0,2.828427,2087.60009765625,213.3,0,2.30183887,9.34355831,-0.00007063,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:54:46 MST 2013,05-Jan-2013 14:52:26.516,-104.86746101,39.07589076,0.0,2.828427,2087.60009765625,213.3,0,2.26097775,9.38441944,0.00299025,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:55:09 MST 2013,05-Jan-2013 14:52:49.354,-104.86746094,39.07589081,0.0,2.828427,2087.60009765625,213.3,0.04086104,2.22011662,9.38441944,0.0020318,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:55:32 MST 2013,05-Jan-2013 14:53:12.667,-104.86746091,39.07589091,0.0,2.828427,2087.60009765625,213.3,0.04086104,2.26097775,9.34355831,-0.00104976,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:55:56 MST 2013,05-Jan-2013 14:53:36.202,-104.86746095,39.07589096,0.0,4.472136,2087.60009765625,213.3,-0.04086104,2.26097775,9.42528057,0.0070489,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:56:19 MST 2013,05-Jan-2013 14:53:59.791,-104.86746092,39.07589095,0.0,6.708204,2087.60009765625,213.3,-0.04086104,2.22011662,9.38441944,0.0020318,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:56:42 MST 2013,05-Jan-2013 14:54:22.898,-104.86746092,39.07589092,0.0,6.708204,2087.60009765625,213.3,0,2.26097775,9.38441944,0.00299025,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:57:05 MST 2013,05-Jan-2013 14:54:45.864,-104.8674609,39.0758909,0.0,6.708204,2087.60009765625,213.3,0,2.26097775,9.38441944,0.00299025,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:57:28 MST 2013,05-Jan-2013 14:55:08.629,-104.86746093,39.07589083,0.0,4.472136,2087.60009765625,213.3,0,2.26097775,9.38441944,0.00299025,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:57:51 MST 2013,05-Jan-2013 14:55:30.973,-104.86746094,39.07589094,0.0,5.0,2087.60009765625,213.3,0,2.17925572,9.30269718,-0.00704032,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:58:14 MST 2013,05-Jan-2013 14:55:54.075,-104.86746089,39.07589108,0.0,4.472136,2087.699951171875,213.3,0,2.26097775,9.38441944,0.00299025,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,42,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:58:37 MST 2013,05-Jan-2013 14:56:17.020,-104.86746091,39.07589101,0.0,6.3245554,2087.699951171875,213.3,0,2.30183887,9.34355831,-0.00007063,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:58:59 MST 2013,05-Jan-2013 14:56:39.809,-104.86746083,39.07589094,0.0,6.708204,2087.699951171875,213.3,0.04086104,2.34269977,9.34355831,0.00094289,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:59:22 MST 2013,05-Jan-2013 14:57:02.668,-104.86746075,39.07589059,0.0,3.6055512,2087.60009765625,213.3,-0.04086104,2.26097775,9.38441944,0.00299907,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 14:59:45 MST 2013,05-Jan-2013 14:57:25.406,-104.86746073,39.07589028,0.0,3.6055512,2087.60009765625,213.3,-0.04086104,2.26097775,9.4661417,0.0110997,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:00:08 MST 2013,05-Jan-2013 14:57:48.228,-104.86746075,39.07589025,0.0,3.6055512,2087.60009765625,213.3,0,2.22011662,9.42528057,0.00607681,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:00:31 MST 2013,05-Jan-2013 14:58:11.255,-104.86746083,39.07589026,0.0,2.828427,2087.60009765625,213.3,0,2.30183887,9.4661417,0.0120669,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:00:54 MST 2013,05-Jan-2013 14:58:34.335,-104.86746089,39.07589012,0.0,2.828427,2087.5,213.3,-0.04086104,2.26097775,9.38441944,0.00299907,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:01:17 MST 2013,05-Jan-2013 14:58:56.975,-104.86746098,39.07588995,0.0,2.828427,2087.5,213.3,-0.04086104,2.30183887,9.38441944,0.00398302,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:01:40 MST 2013,05-Jan-2013 14:59:20.001,-104.86746108,39.07588974,0.0,2.828427,2087.5,213.3,0,2.30183887,9.34355831,-0.00007063,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:02:03 MST 2013,05-Jan-2013 14:59:43.150,-104.86746108,39.07588966,0.0,2.828427,2087.5,213.3,-0.04086104,2.22011662,9.42528057,0.0110997,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:02:27 MST 2013,05-Jan-2013 15:00:06.635,-104.86746101,39.07588966,0.0,2.828427,2087.5,213.3,-0.04086104,2.22011662,9.34355831,-0.00202101,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:02:49 MST 2013,05-Jan-2013 15:00:29.505,-104.86746085,39.07588972,0.0,2.828427,2087.5,213.3,0,2.22011662,9.38441944,0.00202298,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:03:12 MST 2013,05-Jan-2013 15:00:52.492,-104.86746078,39.07588955,0.0,2.828427,2087.5,213.3,-0.04086104,2.26097775,9.34355831,-0.00104976,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:03:36 MST 2013,05-Jan-2013 15:01:16.012,-104.86746086,39.07588938,0.0,2.828427,2087.5,213.3,0,2.26097775,9.42528057,0.00704014,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:04:00 MST 2013,05-Jan-2013 15:01:39.952,-104.86746099,39.07588923,0.0,2.828427,2087.39990234375,213.3,0,2.34269977,9.4661417,0.01305926,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:04:23 MST 2013,05-Jan-2013 15:02:03.386,-104.86746106,39.07588908,0.0,3.6055512,2087.39990234375,213.3,0,2.26097775,9.38441944,0.00299025,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:04:47 MST 2013,05-Jan-2013 15:02:26.572,-104.86746125,39.07588903,0.0,3.6055512,2087.39990234375,213.3,0,2.30183887,9.38441944,0.0039742,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,43,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
