22.28560996 114.16221166 238    0.0096  17.4
22.28557158 114.16206491 254    0.0157  28.3
22.28553665 114.16196322 249    0.0112  20.1
22.28556824 114.16195166 341    0.0037   6.7
22.28561664 114.16200829  47    0.0079  14.3
22.28562164 114.16200829   0    0.0006   1.0
22.28562498 114.16200161 298    0.0008   1.4
22.28562832 114.16200328  28    0.0004   0.8
22.28562832 114.16198325 270    0.0021   3.7
22.28563499 114.16195822 286    0.0027   4.8
22.28565657 114.16189826 291    0.0066  11.9
22.28567827 114.16184330 293    0.0062  11.1
22.28570330 114.16179156 297    0.0060  10.8
22.28571498 114.16174495 285    0.0050   9.0
22.28574991 114.16166830 296    0.0088  15.8
22.28577495 114.16159999 291    0.0076  13.6
22.28580332 114.16153991 297    0.0069  12.5
22.28582656 114.16148829 295    0.0059  10.6
22.28585160 114.16143823 298    0.0059  10.6
22.28585994 114.16139996 283    0.0041   7.3
22.28585327 114.16137493 253    0.0027   4.8
22.28586161 114.16134155 285    0.0036   6.4
22.28589499 114.16130328 313    0.0054   9.8
22.28592324 114.16127157 313    0.0045   8.2
22.28594828 114.16123664 307    0.0046   8.2
22.28596830 114.16120827 307    0.0037   6.6
22.28599000 114.16119993 340    0.0026   4.6
22.28601825 114.16116989 315    0.0044   7.9
22.28604662 114.16113162 308    0.0051   9.1
22.28606832 114.16109824 305    0.0042   7.6
22.28610158 114.16105998 313    0.0054   9.7
22.28612161 114.16102326 300    0.0044   7.9
22.28612828 114.16100991 298    0.0016   2.8
22.28612661 114.16099489 263    0.0016   2.8
22.28615165 114.16096330 310    0.0043   7.7
22.28616655 114.16092491 292    0.0043   7.7
22.28616989 114.16090488 280    0.0021   3.8
22.28617156 114.16087496 273    0.0031   5.6
22.28615499 114.16084158 241    0.0039   7.0
22.28617823 114.16079330 297    0.0056  10.1
22.28619325 114.16075659 293    0.0041   7.4
22.28616989 114.16070664 243    0.0058  10.4
22.28614163 114.16067660 224    0.0044   7.9
22.28611827 114.16064322 232    0.0043   7.8
22.28607821 114.16058660 232    0.0073  13.2
22.28602660 114.16054165 218    0.0074  13.3
22.28595829 114.16049993 209    0.0087  15.7
22.28585994 114.16043997 209    0.0126  22.6
22.28575993 114.16038322 207    0.0126  22.6
22.28566825 114.16034496 201    0.0109  19.7
22.28559494 114.16031325 201    0.0088  15.8
22.28556991 114.16030490 197    0.0029   5.2
22.28556824 114.16028821 263    0.0017   3.1
22.28556323 114.16028333 222    0.0008   1.4
22.28555822 114.16028166 192    0.0006   1.0
22.28555489 114.16028333 161    0.0004   0.7
22.28554833 114.16028166 190    0.0007   1.3
22.28551495 114.16025496 216    0.0046   8.3
22.28543496 114.16020656 209    0.0102  18.4
22.28533828 114.16014993 208    0.0122  22.0
22.28521657 114.16009164 203    0.0148  26.7
22.28509164 114.16002488 206    0.0155  27.9
22.28499663 114.15996826 208    0.0121  21.7
22.28490663 114.15991831 207    0.0113  20.3
22.28482997 114.15986490 212    0.0102  18.3
22.28478825 114.15983498 213    0.0056  10.0
22.28476155 114.15980828 222    0.0040   7.3
22.28474498 114.15979159 222    0.0025   4.5
22.28473663 114.15979326 171    0.0009   1.7
22.28472829 114.15978992 199    0.0010   1.8
22.28468323 114.15975666 214    0.0061  10.9
22.28458500 114.15969491 210    0.0126  22.8
22.28446662 114.15961826 210    0.0154  27.7
22.28435159 114.15952992 215    0.0157  28.3
22.28424656 114.15944326 217    0.0147  26.5
22.28412998 114.15936494 211    0.0153  27.5
22.28399992 114.15935326 184    0.0145  26.1
22.28386831 114.15925324 215    0.0179  32.2
22.28373826 114.15912664 222    0.0195  35.1
22.28366995 114.15903497 231    0.0121  21.8
22.28363657 114.15889657 255    0.0147  26.5
22.28365993 114.15875828 280    0.0145  26.1
22.28344989 114.15899158 134    0.0335  60.4
22.28324330 114.15921664 134    0.0327  58.8
22.28309822 114.15940166 130    0.0250  45.0
22.28297997 114.15955997 128    0.0210  37.7
22.28289497 114.15970159 122    0.0174  31.3
22.28283656 114.15985155 112    0.0168  30.2
