~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
20120218.drive.a - 9:30:35 AM 2/18/2012 - Hexadecimal
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

TYPE,TIME,ID,D1,D2,D3,D4,D5,D6,D7,D8
TD11,0,1,						;A short drive around the block, starting and finishing with car off
RD11,0.0518,100,88,7F,FF,FF,FF,FF,46
RD11,0.0521,100,89,0,FF,FF,7F,FF
RD11,0.0525,100,95,4,7,64,57,2,E,1E
RD11,0.7423,100,88,7F,FF,FF,FF,FF,46
RD11,0.7426,100,89,0,FF,FF,7F,FF
RD11,0.7429,100,95,4,7,64,57,2,E,1E
RD11,0.7433,100,96,69,0,0,21,C,0,0
RD11,0.7439,588,0,0,84
RD11,0.7446,1A0,0,0,0,0
RD11,0.7448,590,1,0,0,0,0,0,0,0
RD11,1.4620,100,88,7F,FF,FF,FF,FF,46
RD11,1.4622,100,89,0,FF,FF,7F,FF
RD11,1.4626,100,95,4,7,64,57,2,E,1E
RD11,1.5712,100,9B,82,EF,7,5,FB,91,0
RD11,1.5715,100,7,64
RD11,1.6826,100,80,60,BB,0,64,0,AA,0
RD11,1.6835,100,85,1,86,0,72,0
RD11,1.6838,100,9C,1,A9,16
RD11,1.7512,100,96,69,0,0,21,C,0,0
RD11,1.7520,588,0,0,84
RD11,1.7526,1A0,0,0,0,0
RD11,1.7528,590,1,0,0,0,0,0,0,0
RD11,2.1825,100,88,7F,FF,FF,FF,FF,46
RD11,2.1827,100,89,0,FF,FF,7F,FF
RD11,2.1831,100,95,4,7,64,57,2,E,1E
RD11,2.5157,102,6,BC,2,0,10,0,0,0
RD11,2.7616,100,96,69,0,0,21,C,0,0
RD11,2.7623,588,0,0,84
RD11,2.7629,1A0,0,0,0,0
RD11,2.7632,590,1,0,0,0,0,0,0,0
RD11,2.8924,100,88,7F,FF,FF,FF,FF,46
RD11,2.8926,100,89,0,FF,FF,7F,FF
RD11,2.8930,100,95,4,7,64,57,2,E,1E
RD11,3.6021,100,88,7F,FF,FF,FF,FF,46
RD11,3.6023,100,89,0,FF,FF,7F,FF
RD11,3.6027,100,95,4,7,64,57,2,E,1E
RD11,3.6913,100,80,60,BB,0,64,0,AA,0
RD11,3.6920,100,85,1,86,0,72,0
RD11,3.6923,100,9C,1,A9,16
RD11,3.7813,100,96,69,0,0,21,C,0,0
RD11,3.7820,588,0,0,84
RD11,3.7826,1A0,0,0,0,0
RD11,3.7829,590,1,0,0,0,0,0,0,0
RD11,4.3126,100,88,7F,FF,FF,FF,FF,46
RD11,4.3128,100,89,0,FF,FF,7F,FF
