~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
20120218.charge.topoff - 10:33:38 AM 2/18/2012 - Hexadecimal
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

TYPE,TIME,ID,D1,D2,D3,D4,D5,D6,D7,D8
TD11,0,1,						;A Tesla Roadster 2.5 std model, TOPOFF charge (from VDS)
RD11,0.1371,100,5,44,1,0,48,4B,0,0
RD11,0.1378,588,0,0,84
RD11,0.1383,1A0,0,0,0,0
RD11,0.1386,590,1,0,0,0,0,0,0,0
RD11,0.3474,100,88,0,13,0,FF,FF,46
RD11,0.3477,100,89,0,0,0,0,46
RD11,0.3481,100,95,4,1,64,57,2,E,2
RD11,0.3484,100,8D,0,94,1,C9,0,C8,0
RD11,0.7564,100,80,60,BA,0,79,0,A7,0
RD11,0.7572,100,85,1,49,1,71,0
RD11,0.7576,100,96,6D,0,2,21,C,0,0
RD11,0.7579,100,9C,1,28,0
RD11,1.0472,100,88,0,13,0,FF,FF,46
RD11,1.0474,100,89,0,1,0,0,46
RD11,1.0478,100,95,4,1,64,57,2,E,2
RD11,1.0481,100,8D,0,94,1,C9,0,C8,0
RD11,1.0487,588,0,0,84
RD11,1.0494,1A0,0,0,0,0
RD11,1.0497,590,1,0,0,0,0,0,0,0
RD11,1.2476,102,4,44
RD11,1.2522,100,5,44,1,0,48,4B,0,0
RD11,1.7573,100,88,0,13,0,FF,FF,46
RD11,1.7576,100,89,0,0,0,0,46
RD11,1.7580,100,95,4,1,64,57,2,E,2
RD11,1.7583,100,8D,0,94,1,C9,0,C8,0
RD11,1.7585,100,96,6D,0,2,21,C,0,0
RD11,1.7589,100,7,64
RD11,2.0458,100,93,0,FF,FF,0,0,0,0
RD11,2.0550,588,0,0,84
RD11,2.0555,1A0,0,0,0,0
RD11,2.0559,590,1,0,0,0,0,0,0,0
RD11,2.4975,100,88,0,13,0,FF,FF,46
RD11,2.4977,100,89,0,0,0,0,46
RD11,2.4981,100,95,4,1,64,57,2,E,2
RD11,2.4984,100,8D,0,94,1,C9,0,C8,0
RD11,2.5277,102,4,44
RD11,2.5297,100,5,44,1,0,48,4B,0,0
RD11,2.6164,100,81,0,0,0,4,E,3F,4F
RD11,2.6167,100,82,D
RD11,2.6170,100,86,0,94,1,70,FF,FF,FF
RD11,2.6174,100,87,21,FF,FF,0,0,0,0
RD11,2.6178,100,8B,12,58,82,13,7,14,1E
RD11,2.6181,100,A3,1F,20,0,0,0,14
RD11,2.6183,100,97,1F,20,0,A4,D9,0,0
RD11,2.6186,100,9B,1D,FF,7,2,DE,92,0
RD11,2.6190,100,9D,1D,4C,0,3A,0,1,0
RD11,2.7864,100,80,60,BA,0,79,0,A7,0
RD11,2.7873,100,85,1,49,1,71,0
RD11,2.7877,100,96,6D,0,2,21,C,0,0
RD11,2.7879,100,9C,1,28,0
RD11,3.2204,100,88,0,13,0,FF,FF,46
RD11,3.2207,100,89,0,0,0,0,46
RD11,3.2210,100,95,4,1,64,57,2,E,2
RD11,3.2214,100,8D,0,94,1,C9,0,C8,0
RD11,3.2220,588,0,0,84
RD11,3.2226,1A0,0,0,0,0
RD11,3.2228,590,1,0,0,0,0,0,0,0
RD11,3.7866,100,96,6D,0,2,21,C,0,0
RD11,3.8079,102,4,44
RD11,3.8087,102,6,BC,2,0,10,0,0,0
RD11,3.8137,100,5,44,1,0,48,4B,0,0
RD11,3.9373,100,88,0,13,0,FF,FF,46
RD11,3.9376,100,89,0,1,0,0,46
RD11,3.9380,100,95,4,1,64,57,2,E,2
