~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
20120218.charge.vdsstop - 9:52:10 AM 2/18/2012 - Hexadecimal
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

TYPE,TIME,ID,D1,D2,D3,D4,D5,D6,D7,D8
TD11,0,1,						;A Tesla Roadster 2.5 std model, charge with the VDS used to STOP the charge
RD11,0.0313,100,81,0,0,0,4A,4,3F,4F
RD11,0.0315,100,82,C
RD11,0.0319,100,86,0,92,1,F0,FF,FF,FF
RD11,0.0322,100,87,21,0,0,0,0,0,0
RD11,0.0325,100,8B,2D,B8,81,13,7,14,1E
RD11,0.0328,100,A3,22,25,0,0,0,14
RD11,0.0332,100,97,22,25,0,A4,D9,0,0
RD11,0.0334,100,9D,22,4C,0,3A,0,1,0
RD11,0.0782,100,9B,25,F3,7,1,D8,92,0
RD11,0.0785,100,7,64
RD11,0.2981,100,80,5D,B5,0,76,0,A3,0
RD11,0.2990,100,85,1,49,1,68,0
RD11,0.2993,100,9C,1,28,0
RD11,0.3693,100,88,0,1,0,FF,FF,D
RD11,0.3696,100,89,0,FF,FF,7F,FF
RD11,0.3699,100,95,17,7,64,57,2,E,0
RD11,0.3703,100,8D,0,92,1,C8,0,C7,0
RD11,0.5783,100,96,64,0,2,21,C,0,0
RD11,0.5790,588,0,0,84
RD11,0.5796,1A0,0,0,0,0
RD11,0.5798,590,1,0,0,0,0,0,0,0
RD11,0.8440,102,4,44
RD11,0.8459,100,5,44,1,0,48,4B,0,0
RD11,1.0693,100,88,0,1,0,FF,FF,D
RD11,1.0696,100,89,0,FF,FF,7F,FF
RD11,1.0700,100,95,17,7,64,57,2,E,0
RD11,1.0703,100,8D,0,92,1,C9,0,C7,0
RD11,1.5986,100,96,64,0,2,21,C,0,0
RD11,1.5993,588,0,0,84
RD11,1.5999,1A0,0,0,0,0
RD11,1.6002,590,1,0,0,0,0,0,0,0
RD11,1.7693,100,88,0,1,0,FF,FF,D
RD11,1.7696,100,89,0,FF,FF,7F,FF
RD11,1.7700,100,95,17,7,64,57,2,E,0
RD11,1.7703,100,8D,0,92,1,C9,0,C7,0
RD11,2.1240,102,4,44
RD11,2.1247,102,6,BC,2,0,10,0,0,0
RD11,2.1273,100,5,44,1,0,48,4B,0,0
RD11,2.3183,100,80,5D,B5,0,76,0,A3,0
RD11,2.3191,100,85,1,49,1,68,0
RD11,2.3194,100,9C,1,28,0
RD11,2.4691,100,88,0,1,0,FF,FF,D
RD11,2.4694,100,89,0,FF,FF,7F,FF
RD11,2.4697,100,95,17,7,64,57,2,E,0
RD11,2.4701,100,8D,0,92,1,C9,0,C7,0
RD11,2.4707,588,0,0,84
RD11,2.4712,1A0,0,0,0,0
RD11,2.4715,590,1,0,0,0,0,0,0,0
RD11,2.6184,100,96,64,0,2,21,C,0,0
RD11,3.1692,100,88,0,1,0,FF,FF,D
RD11,3.1694,100,89,0,FF,FF,7F,FF
RD11,3.1698,100,95,17,7,64,57,2,E,0
RD11,3.1702,100,8D,0,92,1,C8,0,C7,0
RD11,3.4041,102,4,44
RD11,3.4070,100,5,44,1,0,48,4B,0,0
RD11,3.6289,100,96,64,0,2,21,C,0,0
RD11,3.6295,588,0,0,84
RD11,3.6302,1A0,0,0,0,0
RD11,3.6304,590,1,0,0,0,0,0,0,0
RD11,3.8795,100,88,0,1,0,FF,FF,D
RD11,3.8798,100,89,0,FF,FF,7F,FF
RD11,3.8801,100,95,17,7,64,57,2,E,0
RD11,3.8805,100,8D,0,92,1,C8,0,C7,0
TD11,4.2215,1,						;Slide forward to start charging
RD11,4.2875,100,93,0,FF,FF,0,0,0,0
RD11,4.3383,100,80,5D,B5,0,76,0,A3,0
RD11,4.3391,100,85,1,49,1,68,0
RD11,4.3395,100,9C,1,28,0
RD11,4.5893,100,88,0,1,0,FF,FF,D
RD11,4.5895,100,89,0,FF,FF,7F,FF
RD11,4.5899,100,95,17,7,64,57,2,E,0
RD11,4.5902,100,8D,0,92,1,C8,0,C7,0
RD11,4.5908,588,0,0,84
RD11,4.5914,1A0,0,0,0,0
RD11,4.5917,590,1,0,0,0,0,0,0,0
RD11,4.6387,100,96,64,0,2,21,C,0,0
RD11,4.6841,102,4,44
RD11,4.6862,100,5,44,1,0,48,4B,0,0
RD11,4.9275,100,96,6C,0,2,21,C,0,0
RD11,5.0986,100,9B,25,F3,7,1,D8,92,0
RD11,5.0990,100,7,64
RD11,5.2898,100,88,0,1,0,FF,FF,D
RD11,5.2900,100,89,0,0,0,0,46
RD11,5.2904,100,95,17,1,64,57,2,E,0
RD11,5.2907,100,8D,0,92,1,C8,0,C7,0
RD11,5.6588,100,96,6C,0,2,21,C,0,0
RD11,5.6595,588,0,0,84
RD11,5.6601,1A0,0,0,0,0
RD11,5.6604,590,1,0,0,0,0,0,0,0
RD11,5.9893,100,88,0,1,0,FF,FF,D
RD11,5.9896,100,89,0,0,0,0,46
RD11,5.9900,100,95,17,1,64,57,2,E,0
RD11,5.9903,100,8D,0,92,1,C9,0,C7,0
RD11,6.3444,102,4,44
RD11,6.3463,100,5,44,1,0,48,4B,0,0
RD11,6.3466,100,80,5D,B5,0,76,0,A3,0
RD11,6.3474,100,85,1,49,1,68,0
RD11,6.3477,100,9C,1,28,0
RD11,6.6794,100,88,0,1,0,FF,FF,D
RD11,6.6797,100,89,0,0,0,0,46
RD11,6.6801,100,95,17,1,64,57,2,E,0
RD11,6.6804,100,8D,0,92,1,C9,0,C7,0
RD11,6.6807,100,96,6C,0,2,21,C,0,0
RD11,6.6813,588,0,0,84
RD11,6.6820,1A0,0,0,0,0
RD11,6.6822,590,1,0,0,0,0,0,0,0
RD11,7.3897,100,88,0,1,0,FF,FF,D
RD11,7.3900,100,89,0,0,0,0,46
RD11,7.3903,100,95,17,1,64,57,2,E,0
RD11,7.3906,100,8D,0,92,1,C8,0,C7,0
RD11,7.6243,102,4,44
RD11,7.6251,102,6,BC,2,0,10,0,0,0
RD11,7.6320,100,5,44,1,0,48,4B,0,0
RD11,7.6328,588,0,0,84
RD11,7.6333,1A0,0,0,0,0
RD11,7.6336,590,1,0,0,0,0,0,0,0
RD11,7.6986,100,96,6C,0,2,21,C,0,0
RD11,8.0894,100,88,0,1,0,FF,FF,D
RD11,8.0897,100,89,0,0,0,0,46
RD11,8.0901,100,95,17,1,64,57,2,E,0
RD11,8.0904,100,8D,0,92,1,C9,0,C7,0
RD11,8.3486,100,80,5D,B5,0,76,0,A3,0
RD11,8.3494,100,85,1,49,1,68,0
RD11,8.3497,100,9C,1,28,0
RD11,8.7186,100,96,6C,0,2,21,C,0,0
RD11,8.7194,588,0,0,84
RD11,8.7199,1A0,0,0,0,0
RD11,8.7202,590,1,0,0,0,0,0,0,0
RD11,8.7895,100,88,0,1,0,FF,FF,D
RD11,8.7897,100,89,0,0,0,0,46
RD11,8.7901,100,95,17,1,64,57,2,E,0
RD11,8.7905,100,8D,0,92,1,C8,0,C7,0
RD11,8.9045,102,4,44
RD11,8.9065,100,5,44,1,0,48,4B,0,0
RD11,9.4898,100,88,0,1,0,FF,FF,D
RD11,9.4901,100,89,0,0,0,0,46
RD11,9.4904,100,95,17,1,64,57,2,E,0
RD11,9.4908,100,8D,0,92,1,C8,0,C7,0
RD11,9.4914,588,0,0,84
RD11,9.4920,1A0,0,0,0,0
RD11,9.4923,590,1,0,0,0,0,0,0,0
RD11,9.7390,100,96,6C,0,2,21,C,0,0
RD11,10.0288,100,81,0,0,0,54,4,3F,4F
RD11,10.0290,100,82,C
RD11,10.0294,100,86,0,92,1,F0,FF,FF,FF
RD11,10.0297,100,87,21,0,0,0,0,0,0
RD11,10.0300,100,8B,2C,B8,81,13,7,14,1E
RD11,10.0303,100,A3,22,24,0,0,0,14
RD11,10.0306,100,97,22,24,0,A4,D9,0,0
RD11,10.0309,100,9D,22,4C,0,3A,0,1,0
