~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
20120218.charge.done - 9:57:32 AM 2/18/2012 - Hexadecimal
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

TYPE,TIME,ID,D1,D2,D3,D4,D5,D6,D7,D8
TD11,0,1,						;A Tesla Roadster 2.5 std model, standard 70A charge to completion
RD11,0.0181,100,88,0,3,0,FF,FF,46
RD11,0.0184,100,89,0,FF,FF,7F,FF
RD11,0.0187,100,95,17,7,64,57,2,E,0
RD11,0.4816,102,6,BC,2,0,10,0,0,0
RD11,0.7382,100,88,0,3,0,FF,FF,46
RD11,0.7385,100,89,0,FF,FF,7F,FF
RD11,0.7388,100,95,17,7,64,57,2,E,0
RD11,0.7395,588,0,0,84
RD11,0.7401,1A0,0,0,0,0
RD11,0.7404,590,1,0,0,0,0,0,0,0
RD11,0.8205,100,96,61,0,2,21,C,0,0
RD11,1.0284,100,81,0,0,0,8E,5,3F,4F
RD11,1.0286,100,82,C
RD11,1.0289,100,86,0,92,1,F0,FF,FF,FF
RD11,1.0292,100,87,21,0,0,0,0,0,0
RD11,1.0295,100,8B,1B,B8,81,13,7,14,1E
RD11,1.0298,100,A3,21,23,0,0,0,14
RD11,1.0301,100,97,21,23,0,A4,D9,0,0
RD11,1.0304,100,9D,21,4C,0,3A,0,1,0
RD11,1.4481,100,88,0,3,0,FF,FF,46
RD11,1.4486,100,89,0,FF,FF,7F,FF
RD11,1.4489,100,95,17,7,64,57,2,E,0
RD11,1.4782,100,80,5D,B5,0,76,0,A3,0
RD11,1.4790,100,85,1,49,1,69,0
RD11,1.4793,100,9C,1,28,0
RD11,1.8383,100,96,61,0,2,21,C,0,0
RD11,1.8390,588,0,0,84
RD11,1.8396,1A0,0,0,0,0
RD11,1.8399,590,1,0,0,0,0,0,0,0
RD11,2.1582,100,88,0,3,0,FF,FF,46
RD11,2.1585,100,89,0,FF,FF,7F,FF
RD11,2.1588,100,95,17,7,64,57,2,E,0
RD11,2.9112,100,88,0,3,0,FF,FF,46
RD11,2.9115,100,89,0,FF,FF,7F,FF
RD11,2.9118,100,95,17,7,64,57,2,E,0
RD11,2.9121,100,8D,0,92,1,C9,0,C7,0
RD11,2.9125,100,96,61,0,2,21,C,0,0
RD11,2.9127,100,9B,7C,F3,7,9,D9,92,0
RD11,2.9129,100,7,64
RD11,3.4998,100,80,5D,B5,0,76,0,A3,0
RD11,3.5006,100,85,1,49,1,69,0
RD11,3.5009,100,9C,1,28,0
RD11,3.5017,588,0,0,84
RD11,3.5023,1A0,0,0,0,0
RD11,3.5027,590,1,0,0,0,0,0,0,0
RD11,3.6092,100,88,0,3,0,FF,FF,46
RD11,3.6094,100,89,0,FF,FF,7F,FF
RD11,3.6098,100,95,17,7,64,57,2,E,0
RD11,3.9184,100,96,61,0,2,21,C,0,0
RD11,4.0870,100,93,0,FF,FF,0,0,0,0
RD11,4.0944,588,0,0,84
RD11,4.0951,1A0,0,0,0,0
RD11,4.0954,590,1,0,0,0,0,0,0,0
RD11,4.3197,100,88,0,3,0,FF,FF,46
RD11,4.3200,100,89,0,FF,FF,7F,FF
RD11,4.3204,100,95,17,7,64,57,2,E,0
RD11,4.9287,100,96,61,0,2,21,C,0,0
RD11,5.0395,100,88,0,3,0,FF,FF,46
RD11,5.0398,100,89,0,FF,FF,7F,FF
RD11,5.0402,100,95,17,7,64,57,2,E,0
RD11,5.0408,588,0,0,84
RD11,5.0416,1A0,0,0,0,0
RD11,5.0420,590,1,0,0,0,0,0,0,0
RD11,5.5087,100,80,5D,B5,0,76,0,A3,0
RD11,5.5096,100,85,1,49,1,69,0
RD11,5.5099,100,9C,1,28,0
RD11,5.6018,102,6,BC,2,0,10,0,0,0
RD11,5.7592,100,88,0,3,0,FF,FF,46
RD11,5.7595,100,89,0,FF,FF,7F,FF
RD11,5.7599,100,95,17,7,64,57,2,E,0
RD11,5.9285,100,96,61,0,2,21,C,0,0
RD11,6.4792,100,88,0,3,0,FF,FF,46
RD11,6.4795,100,89,0,FF,FF,7F,FF
RD11,6.4799,100,95,17,7,64,57,2,E,0
RD11,6.4805,588,0,0,84
RD11,6.4811,1A0,0,0,0,0
RD11,6.4814,590,1,0,0,0,0,0,0,0
RD11,6.9285,100,96,61,0,2,21,C,0,0
RD11,7.1993,100,88,0,3,0,FF,FF,46
RD11,7.1997,100,89,0,FF,FF,7F,FF
RD11,7.2001,100,95,17,7,64,57,2,E,0
RD11,7.2007,588,0,0,84
RD11,7.2015,1A0,0,0,0,0
RD11,7.2018,590,1,0,0,0,0,0,0,0
RD11,7.5088,100,80,5D,B5,0,76,0,A3,0
RD11,7.5096,100,85,1,49,1,69,0
RD11,7.5099,100,9C,1,28,0
RD11,7.9199,100,88,0,3,0,FF,FF,46
RD11,7.9202,100,89,0,FF,FF,7F,FF
RD11,7.9206,100,95,17,7,64,57,2,E,0
RD11,7.9209,100,96,61,0,2,21,C,0,0
RD11,7.9212,100,9B,7C,F3,7,9,D9,92,0
RD11,7.9215,100,7,64
RD11,8.6297,100,88,0,3,0,FF,FF,46
RD11,8.6300,100,89,0,FF,FF,7F,FF
RD11,8.6304,100,95,17,7,64,57,2,E,0
RD11,8.6310,588,0,0,84
RD11,8.6316,1A0,0,0,0,0
RD11,8.6319,590,1,0,0,0,0,0,0,0
RD11,8.9386,100,96,61,0,2,21,C,0,0
RD11,9.3310,100,88,0,3,0,FF,FF,46
RD11,9.3313,100,89,0,FF,FF,7F,FF
RD11,9.3316,100,95,17,7,64,57,2,E,0
RD11,9.3322,588,0,0,84
RD11,9.3329,1A0,0,0,0,0
RD11,9.3331,590,1,0,0,0,0,0,0,0
RD11,9.5188,100,80,5D,B5,0,76,0,A3,0
RD11,9.5197,100,85,1,49,1,69,0
RD11,9.5199,100,9C,1,28,0
RD11,9.9587,100,96,61,0,2,21,C,0,0
RD11,10.0295,100,88,0,3,0,FF,FF,46
RD11,10.0297,100,89,0,FF,FF,7F,FF
RD11,10.0301,100,95,17,7,64,57,2,E,0
RD11,10.0307,588,0,0,84
RD11,10.0314,1A0,0,0,0,0
RD11,10.0317,590,1,0,0,0,0,0,0,0
RD11,10.7220,102,6,BC,2,0,10,0,0,0
RD11,10.7248,100,88,0,3,0,FF,FF,46
RD11,10.7251,100,89,0,FF,FF,7F,FF
RD11,10.7254,100,95,17,7,64,57,2,E,0
RD11,10.7704,100,93,0,FF,FF,0,0,0,0
RD11,10.9787,100,96,61,0,2,21,C,0,0
RD11,11.0289,100,81,0,0,0,98,5,3F,4F
RD11,11.0292,100,82,C
RD11,11.0295,100,86,0,92,1,F0,FF,FF,FF
RD11,11.0298,100,87,21,0,0,0,0,0,0
RD11,11.0301,100,8B,2D,B8,81,13,7,14,1E
RD11,11.0305,100,A3,21,23,0,0,0,14
RD11,11.0308,100,97,21,23,0,A4,D9,0,0
RD11,11.0310,100,9D,21,4C,0,3A,0,1,0
RD11,11.0317,588,0,0,84
RD11,11.0322,1A0,0,0,0,0
RD11,11.0326,590,1,0,0,0,0,0,0,0
RD11,11.4399,100,88,0,3,0,FF,FF,46
RD11,11.4402,100,89,0,FF,FF,7F,FF
RD11,11.4406,100,95,17,7,64,57,2,E,0
RD11,11.5290,100,80,5D,B5,0,76,0,A3,0
RD11,11.5298,100,85,1,49,1,69,0
RD11,11.5301,100,9C,1,28,0
RD11,11.9990,100,96,61,0,2,21,C,0,0
RD11,12.1495,100,88,0,3,0,FF,FF,46
RD11,12.1498,100,89,0,FF,FF,7F,FF
RD11,12.1502,100,95,17,7,64,57,2,E,0
RD11,12.1508,588,0,0,84
RD11,12.1514,1A0,0,0,0,0
RD11,12.1518,590,1,0,0,0,0,0,0,0
TD11,12.6468,1,						;Open charge port door
RD11,12.8600,100,88,0,3,0,FF,FF,46
RD11,12.8602,100,89,0,FF,FF,7F,FF
RD11,12.8606,100,95,17,7,64,57,2,E,0
RD11,12.9091,100,8D,0,92,1,C9,0,C7,0
RD11,12.9388,100,9B,7C,F3,7,9,D9,92,0
RD11,12.9391,100,7,64
RD11,12.9829,100,96,65,0,2,21,C,0,0
RD11,13.0022,102,6,10,27,0,0,1,0,0
RD11,13.0043,100,88,0,3,0,FF,FF,46
RD11,13.0046,100,89,0,FF,FF,7F,FF
RD11,13.0049,100,95,D,7,64,57,2,E,0
RD11,13.0053,100,96,65,0,2,21,C,0,0
RD11,13.5289,100,80,5D,B5,0,76,0,A3,0
RD11,13.5298,100,85,1,49,1,69,0
RD11,13.5301,100,9C,1,28,0
RD11,13.5308,588,0,0,84
RD11,13.5313,1A0,0,0,0,0
RD11,13.5316,590,1,0,0,0,0,0,0,0
RD11,14.0189,100,96,65,0,2,21,C,0,0
RD11,14.2902,588,0,0,84
RD11,14.2907,1A0,0,0,0,0
RD11,14.2910,590,1,0,0,0,0,0,0,0
RD11,14.3534,102,6,BC,2,0,0,21,0,0
RD11,14.3535,102,4,44
RD11,14.3561,100,88,0,3,0,FF,FF,46
RD11,14.3564,100,89,0,FF,FF,7F,FF
RD11,14.3567,100,95,D,7,64,57,2,E,0
RD11,14.3570,100,8D,0,92,1,C9,0,C7,0
RD11,14.3577,100,5,44,1,0,48,4B,0,0
RD11,15.0292,100,96,65,0,2,21,C,0,0
RD11,15.0600,100,88,0,3,0,FF,FF,46
RD11,15.0602,100,89,0,FF,FF,7F,FF
RD11,15.0606,100,95,D,7,64,57,2,E,0
RD11,15.0609,100,8D,0,92,1,C8,0,C7,0
RD11,15.0616,588,0,0,84
RD11,15.0621,1A0,0,0,0,0
RD11,15.0624,590,1,0,0,0,0,0,0,0
RD11,15.5292,100,80,5D,B5,0,76,0,A3,0
RD11,15.5300,100,85,1,49,1,69,0
RD11,15.5302,100,9C,1,28,0
RD11,15.7689,100,88,0,3,0,FF,FF,46
RD11,15.7692,100,89,0,FF,FF,7F,FF
RD11,15.7695,100,95,D,7,64,57,2,E,0
RD11,15.7698,100,8D,0,92,1,C8,0,C7,0
RD11,15.8627,102,4,44
RD11,15.8646,100,5,44,1,0,48,4B,0,0
RD11,16.0290,100,96,65,0,2,21,C,0,0
RD11,16.4404,588,0,0,84
RD11,16.4409,1A0,0,0,0,0
RD11,16.4412,590,1,0,0,0,0,0,0,0
RD11,16.4689,100,88,0,3,0,FF,FF,46
RD11,16.4692,100,89,0,FF,FF,7F,FF
RD11,16.4695,100,95,D,7,64,57,2,E,0
RD11,16.4698,100,8D,0,92,1,C9,0,C7,0
RD11,17.0391,100,96,65,0,2,21,C,0,0
RD11,17.1427,102,4,44
RD11,17.1480,100,5,44,1,0,48,4B,0,0
RD11,17.1514,588,0,0,84
RD11,17.1521,1A0,0,0,0,0
RD11,17.1524,590,1,0,0,0,0,0,0,0
RD11,17.1792,100,88,0,3,0,FF,FF,46
RD11,17.1795,100,89,0,FF,FF,7F,FF
RD11,17.1798,100,95,D,7,64,57,2,E,0
RD11,17.1801,100,8D,0,92,1,C9,0,C7,0
RD11,17.4518,100,93,0,FF,FF,0,0,0,0
RD11,17.5392,100,80,5D,B5,0,76,0,A3,0
RD11,17.5401,100,85,1,49,1,69,0
RD11,17.5405,100,9C,1,28,0
