~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
20120218.charge.slidestop - 9:49:14 AM 2/18/2012 - Hexadecimal
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

TYPE,TIME,ID,D1,D2,D3,D4,D5,D6,D7,D8
TD11,0,1,						;A Tesla Roadster 2.5 std model, charge with slide-to-stop charging
RD11,0.0413,100,88,0,AD,1,FF,FF,46
RD11,0.0417,100,89,0,FF,FF,7F,FF
RD11,0.0421,100,95,4,7,64,57,2,E,1E
RD11,0.6111,100,96,68,0,2,21,C,0,0
RD11,0.6119,588,0,0,84
RD11,0.6125,1A0,0,0,0,0
RD11,0.6127,590,1,0,0,0,0,0,0,0
RD11,0.7411,100,88,0,AD,1,FF,FF,46
RD11,0.7415,100,89,0,FF,FF,7F,FF
RD11,0.7418,100,95,4,7,64,57,2,E,1E
RD11,1.4411,100,88,0,AD,1,FF,FF,46
RD11,1.4414,100,89,0,FF,FF,7F,FF
RD11,1.4418,100,95,4,7,64,57,2,E,1E
RD11,1.4710,100,80,5D,B4,0,75,0,A3,0
RD11,1.4719,100,85,1,49,1,68,0
RD11,1.4722,100,9C,1,28,0
RD11,1.5377,102,6,BC,2,0,10,0,0,0
RD11,1.6212,100,96,68,0,2,21,C,0,0
RD11,1.6219,588,0,0,84
RD11,1.6225,1A0,0,0,0,0
RD11,1.6228,590,1,0,0,0,0,0,0,0
RD11,2.1415,100,88,0,AD,1,FF,FF,46
RD11,2.1417,100,89,0,FF,FF,7F,FF
RD11,2.1422,100,95,4,7,64,57,2,E,1E
RD11,2.6212,100,96,68,0,2,21,C,0,0
RD11,2.6219,588,0,0,84
RD11,2.6225,1A0,0,0,0,0
RD11,2.6228,590,1,0,0,0,0,0,0,0
RD11,2.8511,100,88,0,AD,1,FF,FF,46
RD11,2.8515,100,89,0,FF,FF,7F,FF
RD11,2.8518,100,95,4,7,64,57,2,E,1E
RD11,3.4914,100,80,5D,B4,0,75,0,A3,0
RD11,3.4922,100,85,1,49,1,68,0
RD11,3.4925,100,9C,1,28,0
RD11,3.5614,100,88,0,AD,1,FF,FF,46
RD11,3.5618,100,89,0,FF,FF,7F,FF
RD11,3.5621,100,95,4,7,64,57,2,E,1E
RD11,3.6315,100,96,68,0,2,21,C,0,0
RD11,3.6323,588,0,0,84
RD11,3.6329,1A0,0,0,0,0
RD11,3.6331,590,1,0,0,0,0,0,0,0
RD11,4.2712,100,88,0,AD,1,FF,FF,46
RD11,4.2714,100,89,0,FF,FF,7F,FF
RD11,4.2718,100,95,4,7,64,57,2,E,1E
RD11,4.2721,100,9B,E9,F2,7,5,D7,92,0
RD11,4.2723,100,7,64
RD11,4.5012,100,81,0,0,0,9E,3,3F,4F
RD11,4.5015,100,82,C
RD11,4.5018,100,86,0,92,1,F0,FF,FF,FF
RD11,4.5021,100,87,21,0,0,0,0,0,0
RD11,4.5024,100,8B,6,90,81,13,7,14,1E
RD11,4.5028,100,8D,0,92,1,C8,0,C7,0
RD11,4.5031,100,A3,22,27,0,0,0,14
RD11,4.5033,100,97,22,27,0,A4,D9,0,0
RD11,4.5036,100,9D,22,4C,0,3A,0,1,0
RD11,4.6125,588,0,0,84
RD11,4.6130,1A0,0,0,0,0
RD11,4.6133,590,1,0,0,0,0,0,0,0
RD11,4.6414,100,96,68,0,2,21,C,0,0
RD11,4.9927,100,88,0,AD,1,FF,FF,46
RD11,4.9930,100,89,0,FF,FF,7F,FF
RD11,4.9934,100,95,4,7,64,57,2,E,1E
RD11,5.5115,100,80,5D,B4,0,75,0,A3,0
RD11,5.5123,100,85,1,49,1,68,0
RD11,5.5126,100,9C,1,28,0
RD11,5.6415,100,96,68,0,2,21,C,0,0
RD11,5.6422,588,0,0,84
RD11,5.6428,1A0,0,0,0,0
RD11,5.6431,590,1,0,0,0,0,0,0,0
RD11,5.7113,100,88,0,AD,1,FF,FF,46
RD11,5.7116,100,89,0,FF,FF,7F,FF
RD11,5.7119,100,95,4,7,64,57,2,E,1E
RD11,6.4313,100,88,0,AD,1,FF,FF,46
RD11,6.4316,100,89,0,FF,FF,7F,FF
RD11,6.4319,100,95,4,7,64,57,2,E,1E
RD11,6.5201,100,93,0,FF,FF,0,0,0,0
RD11,6.6514,100,96,68,0,2,21,C,0,0
RD11,6.6521,588,0,0,84
RD11,6.6527,1A0,0,0,0,0
RD11,6.6530,590,1,0,0,0,0,0,0,0
RD11,6.6579,102,6,BC,2,0,10,0,0,0
RD11,7.1513,100,88,0,AD,1,FF,FF,46
RD11,7.1516,100,89,0,FF,FF,7F,FF
RD11,7.1519,100,95,4,7,64,57,2,E,1E
RD11,7.5314,100,80,5D,B4,0,75,0,A3,0
RD11,7.5322,100,85,1,49,1,68,0
RD11,7.5325,100,9C,1,28,0
RD11,7.6619,100,96,68,0,2,21,C,0,0
RD11,7.6626,588,0,0,84
RD11,7.6632,1A0,0,0,0,0
RD11,7.6634,590,1,0,0,0,0,0,0,0
RD11,7.8717,100,88,0,AD,1,FF,FF,46
RD11,7.8721,100,89,0,FF,FF,7F,FF
RD11,7.8724,100,95,4,7,64,57,2,E,1E
TD11,8.2501,1,						;Open Charge Port
RD11,8.5914,100,88,0,AD,1,FF,FF,46
RD11,8.5917,100,89,0,FF,FF,7F,FF
RD11,8.5920,100,95,4,7,64,57,2,E,1E
RD11,8.6268,100,96,6C,0,2,21,C,0,0
RD11,8.6276,588,0,0,84
RD11,8.6281,1A0,0,0,0,0
RD11,8.6285,590,1,0,0,0,0,0,0,0
RD11,8.6380,102,6,10,27,0,0,1,0,0
RD11,8.6407,100,88,0,0,0,FF,FF,D
RD11,8.6413,100,89,0,FF,FF,7F,FF
RD11,8.6417,100,95,D,7,64,57,2,E,0
RD11,8.6715,100,96,6C,0,2,21,C,0,0
RD11,9.2918,100,9B,E9,F2,7,6,D7,92,0
RD11,9.2921,100,7,64
RD11,9.5514,100,80,5D,B4,0,75,0,A3,0
RD11,9.5523,100,85,1,49,1,68,0
RD11,9.5528,100,9C,1,28,0
RD11,9.6825,100,96,6C,0,2,21,C,0,0
RD11,9.6831,588,0,0,84
RD11,9.6838,1A0,0,0,0,0
RD11,9.6840,590,1,0,0,0,0,0,0,0
RD11,9.9895,102,6,BC,2,0,0,21,0,0
RD11,9.9897,102,4,44
RD11,9.9980,100,88,0,0,0,FF,FF,D
RD11,9.9983,100,89,0,FF,FF,7F,FF
RD11,9.9986,100,95,D,7,64,57,2,E,0
RD11,9.9988,100,8D,0,92,1,C8,0,C7,0
RD11,10.0009,100,5,44,1,0,48,4B,0,0
RD11,10.6915,100,88,0,0,0,FF,FF,D
RD11,10.6918,100,89,0,FF,FF,7F,FF
RD11,10.6921,100,95,D,7,64,57,2,E,0
RD11,10.6924,100,8D,0,92,1,C8,0,C7,0
RD11,10.6928,100,96,6C,0,2,21,C,0,0
RD11,10.6935,588,0,0,84
RD11,10.6941,1A0,0,0,0,0
RD11,10.6943,590,1,0,0,0,0,0,0,0
RD11,11.3384,102,4,44
RD11,11.3409,100,5,44,1,0,48,4B,0,0
RD11,11.4119,100,88,0,0,0,FF,FF,D
RD11,11.4122,100,89,0,FF,FF,7F,FF
RD11,11.4125,100,95,D,7,64,57,2,E,0
RD11,11.4128,100,8D,0,92,1,C8,0,C7,0
RD11,11.5619,100,80,5D,B4,0,75,0,A3,0
RD11,11.5628,100,85,1,49,1,68,0
